File mem_tracer.c, line 89, storeCommands:main:global allocated new memory segment at address 0xaaaacf4c7300 to size 80.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d08e0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d0850.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d07c0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d0730.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d06a0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d0620.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d05a0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d0520.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d04a0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d0410.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d0380.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d02f0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d0260.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d01d0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d0140.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d00b0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d0020.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4cff90.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4cff00.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4cfe80.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d5f90.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d5f10.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d5e90.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d5e00.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d5d70.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d5ce0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d5c50.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d5bc0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d5b30.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d5aa0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d5a10.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d5980.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d58f0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d5870.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d57f0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d5770.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d56f0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d5660.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d55d0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d5540.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d54b0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d5420.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d5390.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d5300.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d5270.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d51e0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d5150.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d50d0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d5050.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d4fd0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d4f50.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d4ec0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d4e30.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d4da0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d4d10.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d4c80.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d4bf0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d4b60.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d4ad0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d4a40.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d49b0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d4930.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d48b0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d4830.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d47b0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d4720.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d4690.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d4600.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d4570.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d44e0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d4450.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d43c0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d4330.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d42a0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d4210.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d4190.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d4110.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d4090.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d4010.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d3f80.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d3ef0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d3e60.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d3dd0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d3d40.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d3cb0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d3c20.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d3b90.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d3b00.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d3a70.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d39f0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d3970.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d38f0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d3870.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d37e0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d3750.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d36c0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d3630.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d35a0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d3510.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d3480.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d33f0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d3360.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d32d0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d3250.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d31d0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d3150.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d30d0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d3040.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d2fb0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d2f20.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d2e90.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d2e00.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d2d70.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d2ce0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d2c50.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d2bc0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d2b30.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d2ab0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d2a30.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d29b0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d2930.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d28a0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d2810.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d2780.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d26f0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d2660.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d25d0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d2540.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d24b0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d2420.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d2390.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d2310.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d2290.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d2210.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d2190.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d2100.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d2070.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d1fe0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d1f50.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d1ec0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d1e30.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d1da0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d1d10.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d1c80.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d1bf0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d1b70.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d1af0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d1a70.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d19f0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d1960.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d18d0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d1840.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d17b0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d1720.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d1690.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d1600.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d1570.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d14e0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d1450.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d13c0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d1330.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4d12a0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4cd600.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4cd570.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4cd4e0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4cd450.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4cd3c0.
File mem_tracer.c, line 73, printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes:printNodes allocated new memory segment at address 0xaaaacf4cd330.
